55,31
26,51
31,36
57,30
28,70
22,65
37,41
56,30
32,47
52,42
40,38
40,37
73,21
40,48
28,71
33,47
34,35
40,46
40,51
30,37
33,34
29,70
27,71
32,34
54,49
32,37
63,19
42,36
34,34
54,31
33,48
39,39
38,39
14,43
35,34
33,49
73,22
32,36
32,35
33,35
32,48
41,50
63,18
41,46
53,50
37,40
32,40
41,49
53,48
32,33
35,42
54,50
31,35
40,56
39,58
30,38
33,33
71,22
42,37
40,50
56,31
55,42
33,36
30,36
34,36
37,31
34,40
62,53
42,47
57,36
41,52
37,44
37,43
41,37
62,17
29,69
43,57
31,47
38,43
52,59
37,39
34,33
68,27
39,38
35,43
52,49
29,37
40,55
37,32
40,52
29,73
46,40
52,60
41,47
32,46
41,39
71,21
35,48
38,40
42,38
54,51
27,73
36,41
37,42
33,37
40,41
28,72
31,37
62,52
14,42
39,40
34,47
55,48
38,33
41,35
56,43
37,33
13,42
33,41
31,40
25,71
43,36
63,53
42,52
29,39
41,51
42,53
36,42
39,55
70,26
57,42
33,42
39,57
33,46
52,51
68,42
34,37
52,45
20,64
53,46
28,37
42,55
42,35
41,36
39,43
29,36
29,72
40,45
53,47
38,42
14,44
40,20
63,17
52,48
32,39
33,38
42,48
18,56
41,53
38,38
57,43
77,16
28,73
53,42
39,52
18,87
35,36
38,20
28,49
39,37
41,38
42,32
38,32
38,50
26,72
51,40
39,20
30,35
34,50
25,75
27,50
53,45
34,32
71,26
39,36
40,36
32,45
25,42
27,49
42,46
39,50
27,70
36,43
55,50
28,51
40,49
44,59
40,39
34,38
33,40
31,46
61,16
38,31
48,64
64,53
64,52
43,47
38,41
41,48
67,27
31,48
42,56
15,43
11,44
54,52
42,51
62,51
43,38
28,69
42,39
43,46
54,43
29,50
31,39
43,37
40,57
35,40
56,29
63,37
54,48
40,40
57,21
27,51
54,44
33,39
27,48
37,37
55,49
74,22
36,32
45,40
66,27
39,45
74,45
61,53
51,49
36,44
66,53
29,53
76,21
52,58
21,66
45,53
67,41
27,75
77,21
70,27
12,44
38,49
44,55
25,74
74,23
63,64
46,41
67,25
52,41
44,56
45,42
54,42
69,28
38,34
32,49
58,44
29,51
39,56
37,45
42,50
53,44
39,48
53,43
42,33
10,42
62,38
30,48
52,46
45,55
68,26
56,32
59,43
38,44
36,39
22,64
51,42
33,45
34,45
76,13
45,41
27,42
30,40
51,24
56,18
56,20
50,41
27,43
54,45
53,51
27,44
10,44
34,48
42,49
36,40
40,29
41,31
67,42
31,34
28,38
44,52
31,38
26,75
28,50
40,18
43,30
44,32
39,29
60,55
52,44
51,41
37,49
50,40
76,15
38,29
49,35
52,43
73,20
20,56
48,63
15,44
74,20
37,53
13,44
38,37
41,45
41,32
43,48
27,37
65,22
71,23
53,60
36,53
38,55
52,50
51,25
36,34
26,49
23,65
75,11
40,30
39,31
53,41
72,21
51,39
46,53
41,40
55,22
17,41
77,11
19,58
31,49
38,45
35,49
50,42
39,41
69,27
51,23
76,12
21,63
43,31
26,71
50,25
9,43
60,52
55,32
68,25
25,73
71,24
38,54
55,53
26,50
31,52
69,52
70,25
26,52
18,57
31,63
28,48
72,20
76,16
52,40
27,72
77,17
55,54
21,51
34,49
26,70
13,41
40,31
60,57
25,44
39,59
71,27
35,53
43,35
37,34
65,56
38,57
39,51
29,61
49,25
19,87
74,44
36,31
61,39
75,45
35,37
26,69
35,41
30,49
43,39
28,36
22,52
57,45
23,64
25,72
29,38
36,49
36,52
52,24
61,63
40,43
40,33
46,52
62,54
49,40
64,54
27,45
53,53
46,39
10,43
36,21
40,42
44,31
33,52
72,22
45,56
24,72
37,50
41,20
39,46
47,52
32,44
27,52
