40,56
40,37
40,48
34,35
37,41
56,30
32,37
73,22
32,34
28,70
40,51
22,65
32,48
28,71
32,47
57,30
31,36
52,42
63,19
54,49
43,57
73,21
34,34
54,31
41,49
32,36
40,46
33,48
35,34
39,39
32,35
55,31
27,71
31,35
40,38
33,49
33,34
29,70
14,43
26,51
33,47
35,42
42,37
71,22
53,50
32,40
33,35
53,48
63,18
41,50
54,50
30,36
32,33
30,38
41,37
42,36
33,33
39,38
62,53
41,52
29,73
34,33
41,46
40,50
37,40
34,36
39,58
34,40
33,37
30,37
62,17
33,36
29,69
37,39
38,42
52,49
37,43
57,36
33,42
35,43
55,42
42,55
68,27
41,39
36,41
52,60
40,55
38,43
37,44
35,48
52,59
41,47
38,33
32,46
42,38
37,42
31,37
42,47
39,40
40,52
46,40
37,31
42,35
37,32
34,47
62,52
54,51
33,41
37,33
63,53
29,37
56,31
39,55
40,41
27,73
38,40
36,42
38,38
14,42
31,47
42,53
38,39
55,48
34,37
13,42
29,39
53,47
31,40
40,45
28,37
70,26
42,52
68,42
39,57
39,43
28,72
43,36
14,44
41,51
41,35
18,87
29,36
52,45
53,46
53,42
71,21
39,50
29,72
57,42
20,64
33,46
38,32
39,37
42,48
25,71
18,56
41,53
33,38
28,49
52,48
57,43
40,20
25,75
39,20
63,17
42,32
32,39
41,36
52,51
53,45
40,49
67,27
38,50
77,16
41,38
42,46
27,50
44,59
27,49
64,53
38,20
28,73
51,40
54,44
71,26
36,43
35,36
25,42
39,36
40,36
55,50
34,50
43,47
39,52
38,41
32,45
34,32
54,52
41,48
40,39
61,16
26,72
27,70
33,40
66,27
61,53
64,52
31,39
15,43
11,44
38,31
31,48
48,64
54,48
30,35
43,37
62,51
42,39
31,46
40,57
35,40
28,51
36,32
28,69
29,50
54,43
42,56
55,49
29,53
77,21
43,38
66,53
36,44
57,21
40,40
56,29
27,51
43,46
51,49
34,38
45,40
39,45
74,45
33,39
74,22
46,41
76,21
39,48
45,53
63,37
70,27
37,37
54,42
25,74
52,58
45,42
27,48
12,44
44,56
38,49
29,51
53,44
74,23
51,42
59,43
56,32
21,66
10,42
67,25
50,41
27,75
32,49
69,28
31,34
53,51
42,33
62,38
39,56
38,34
45,55
76,13
67,41
56,43
44,55
52,41
42,51
63,64
52,46
37,45
40,30
36,39
42,50
68,26
40,18
22,64
53,43
38,44
76,15
54,45
51,24
36,40
56,18
30,48
42,49
27,43
34,48
31,38
56,20
52,43
40,29
34,45
33,45
41,31
39,29
44,32
44,52
67,42
58,44
43,30
10,44
51,41
20,56
27,42
28,38
37,53
49,35
50,40
30,40
76,12
27,44
38,37
53,60
52,44
26,75
37,49
46,53
31,49
41,45
28,50
15,44
36,34
41,32
45,41
74,20
48,63
60,55
38,55
27,37
52,50
13,44
77,11
43,31
55,32
51,25
55,22
55,54
36,53
65,22
39,31
74,44
17,41
26,49
19,58
