60_50;60_49;60_48
28_64;29_65
29_61;30_61
29_73;28_74;28_73
34_36;34_37;35_37;35_38
38_53;38_52
72_21
65_30;65_31;66_31
17_69
64_26
53_41;54_41
72_19
40_29;40_30
41_20;41_19
28_72
45_57;45_56
46_48;45_48;46_49;45_49
57_30;56_30;56_31
15_40;15_39
37_42;37_43
29_56;30_56;30_55
34_35
10_44;10_45;10_46
36_45
74_11;75_11
35_42;34_42
75_16;75_15;76_16
39_41
22_44;21_43
64_51
52_43;52_44;52_45
37_33;36_33
33_40;32_40
15_43;14_43
45_32;45_31
44_36;44_35
78_22;78_23
14_44;15_44
33_63;32_63
10_72;11_71;12_71
36_52
26_43;26_44
46_11;47_12
30_68
14_82;15_83;16_83
29_42;28_42
49_16;49_17
54_46;53_46
54_52
28_50;29_50
73_20;73_21
42_37
59_29
34_68;33_67;32_67
53_52
36_37;37_37
44_35;44_36
10_50;10_51
44_56
28_60;29_61
75_21
38_50;38_49;37_49
41_31;41_32
64_38;64_39
39_62;40_62
23_65
67_53;66_53
42_41;43_41;43_42
75_37;76_37
30_64;29_64;28_64
57_43
74_53
39_47;40_48
39_58;39_57
17_41;17_42
65_53
21_45
37_44
61_53;62_53
26_49;27_49;28_48
77_17;77_16
35_38;35_39;36_39
56_49
9_42;9_43
11_50;11_51;12_51
22_56;21_56
62_39;61_39;60_39;60_40
18_56
66_53
40_53
63_59;63_60
57_39;56_39
41_43;41_42;40_42
39_43;38_43
37_63;37_64;36_65
37_49;37_48
62_57;61_57
56_34;55_34;54_33
27_41;27_42
42_41;41_40;41_41;40_41
33_48
28_70;29_70;29_69
27_51;27_52
41_36;41_37
31_50;31_49
64_37;63_37
24_77;24_76
41_46
73_21
26_75;27_75
63_18;63_19
36_22;36_23;36_24
72_35;72_36
19_87;18_87
32_34
65_19;65_20
24_48;23_48
63_51;63_50
32_36
32_39;31_39;31_38
57_46;58_46;59_46
51_37;50_37
63_53;62_53
62_54;62_53
33_47
52_33;53_33
28_72;28_71
55_49;55_50
64_21;65_22
37_39
34_46;34_47;35_46
43_56;44_56
40_40
52_51
18_40;18_41
69_27;68_27;68_26
28_72;28_71
73_11;74_11;74_10
45_58;44_58
33_71;33_70
54_49;55_49
49_64;48_64
62_62;63_62
29_61;30_60
40_30;39_30;39_29
11_42;10_42
23_63
46_55;46_54;47_54
27_72;27_73
12_77;13_78;13_79
27_74
52_50;52_49
35_41
50_31
57_42;57_41
18_86;18_85
32_49;33_48
71_37;70_37
35_37;35_36
46_42;46_41;45_41;45_42
24_65;25_64
38_58;38_59;37_59;37_58
74_11;75_11
20_87
51_14;52_14
34_54;35_54;35_55
31_41;31_40
20_52;19_52;19_51;20_50
30_44
27_52
39_30;39_31
29_45;29_44;30_44;30_43
54_42;54_41
31_11;30_11
26_68;26_69
40_32;40_33
40_30
43_57
26_43;27_43;27_44
18_40;18_41
42_56;42_55
33_43;34_43
61_52;62_52
47_42;46_42
52_44;52_43
74_45;75_45;76_45
58_36;57_36
29_67;29_66
25_64;25_63;24_63;24_62
72_34
32_33;33_32
36_43
52_42;53_42
26_76;26_75;27_75
37_44;38_44
43_38;43_39
30_49;30_48
69_58;70_58;70_57
72_37;73_37
29_53;30_53;30_52;31_52
18_80;18_81
27_52;27_53
49_32;49_33;48_32;48_33
49_23;48_24;47_25
55_50;56_50
32_61;32_60
35_52;35_53
76_45;77_44;78_44;79_44
53_45;54_45
9_53;9_54;10_54
57_56;56_57
11_44;12_44
40_32
65_48;64_47;64_48
53_60;52_60;52_59
41_36;42_36
26_42;27_42
60_61;61_61;61_62
72_22;72_21;73_21
24_73;23_73
38_38;38_37
43_47;42_47
29_69;29_70
42_14;41_14;41_15;40_15
18_88;18_87
33_36;34_37
41_36;41_35
36_30;37_31
56_45;56_46
37_59
24_53;24_54
71_22;71_23
56_41;56_40
30_63;31_63
32_49
41_47
61_64;61_65
37_49
65_28;66_27
40_38
11_47;12_47
64_16;64_15
35_37;34_37;34_36
33_47
27_52;27_53
49_41;49_40
16_45;15_45
64_44
39_34;39_35
35_49;35_50;34_50
42_48;41_48
16_58;17_59;18_59;18_60
63_72;64_72
50_41;50_40
36_15;37_15;38_15
28_71;27_71;27_70
52_33;51_33;50_33
46_64;47_64
73_45
40_58;39_58
21_62;20_62
63_62;64_62
30_41;31_41
78_21;78_20;78_19
27_53;28_53;29_53
57_42
31_39;31_38
36_38;36_37
69_27;69_28
44_28
38_44;39_44;40_44
26_76;26_75;27_75
30_40;31_40
38_37;39_37
40_37;41_37
29_56;30_56;30_55
71_27
48_51;47_51;47_50
58_21;57_21;57_20
41_29;40_29
11_41;11_42;12_42
25_75;25_76;26_76
32_35
58_45;58_44;57_45
40_49
53_43;52_43;52_44
73_21
31_35;31_34
63_61;64_61
34_16;33_17
29_54;29_53
41_53;41_52
31_49
35_36
64_38;64_39
38_31;37_31
67_25
20_55;20_56;19_56
38_52
40_55;41_55
30_73;31_73
31_37;31_36;32_37
36_55;35_55;35_54
63_37
9_46;8_46
63_38
20_65;20_64;19_64;18_64
28_50
32_51
43_36
36_22;36_23
30_39;30_38
39_20;38_19;38_20
51_66;51_65
72_17;72_16;72_15
15_80;15_79
29_51;29_52
74_43;74_44
17_46;16_45
41_48
32_34;32_35;33_35
66_22
43_52;44_52;44_51
44_32;44_33
56_36;57_36;58_35
25_49;24_49
32_34;32_33
50_43;50_42
11_47;12_47
37_39;37_40
30_39;30_38
36_56;37_56
21_66;20_67
38_52
44_50
37_43;38_43
44_31;43_31
43_13;43_12
44_49;45_49
60_56
42_36
39_48;38_49
54_38;55_38;56_38
33_31;34_31;33_32
31_36;30_36
50_24;51_24
41_55;40_55
11_47;11_46
42_31;42_32
36_43
67_54;68_53;67_53
60_62;61_62;61_63
31_33;31_32;30_32
49_35;50_35
65_39;65_38;64_39
70_43;70_42
78_22;77_22;77_23
47_65
20_38;19_37;18_37
25_72;25_71;26_71
32_59;32_58
54_58;54_57;55_57
41_23;42_23;43_24
41_52
37_43;36_43
48_33;48_34
43_73;43_72;43_71
46_43;47_43
38_34;37_34
56_32;55_32
48_63;48_62;48_61
68_42;68_41;69_41
52_37;51_37;51_38;50_38
24_62;23_62;22_62;21_61
26_51;25_52
52_51
64_44
54_58;53_58
53_60;53_59;53_58
49_10;50_10
76_33;75_33
53_51
42_32
43_60
43_65;43_64;43_63
77_18
31_34;31_35;32_35
11_42;11_43
54_49
37_46;37_45;36_46
16_81;17_81
21_63;22_64
9_46
15_44;16_44
12_39;13_39;14_38
39_48;38_49
73_21
47_42;47_41
21_63
54_19;55_19
20_55;20_56;19_56
48_45;48_44;47_44
22_72;21_71;20_71
55_55;55_54
79_22;78_22;78_23
35_48;35_49;35_50
54_48;53_48
63_53;62_53
23_52;22_52;22_53;21_53
25_41;25_42
63_52
35_77;36_77
74_25;73_26;73_27
33_75;33_74;34_74;34_73
74_22;73_22
30_37;30_38;31_38
25_54;26_54;26_53
41_38;42_37;42_38
39_51;40_51
69_53;69_52
70_24;71_24;71_25;70_25
63_51
41_53;42_53
71_20;71_21
44_11
30_39;31_39
61_57;62_57;62_56
73_13;73_12
17_41;17_42
31_47;32_47
57_38
67_27;67_26;68_26
46_31
76_20
68_52;68_53
73_11;74_10
44_56;45_56
22_87;21_87
49_27;49_28;48_28;48_29
45_39;46_40
74_39;74_40;74_41
47_53
40_72;41_72;41_71;42_71
71_54;71_53;70_52
40_55;40_56;41_56
23_72;24_72;24_71
27_37;28_37
66_27;65_26
30_38;30_37
53_58
57_35;57_34
39_38;40_38
30_73;31_73
65_23;65_24
38_58;39_58
67_24;67_25
55_46;54_46
57_19;57_18
38_39
42_20;43_20
22_46;21_46;21_45
26_43;25_43
38_44;37_44
49_31;49_32
35_62;34_62
39_51;39_52
38_40;39_40
51_42;50_42;50_43
73_20;73_21
36_40;37_40;37_41
41_33;40_33
27_44;27_43
79_9;78_9
69_25;70_25;70_26
37_37;37_36
55_44;54_44
32_49;32_50
33_52;33_53;32_54
75_45;74_45
71_21
67_52;67_53;66_53
30_42;31_42
23_46;22_46
77_22;78_22
38_42;39_42
47_33;47_34
49_23;48_24;47_25
59_65;59_64
40_46;39_46
50_24;51_24
29_71;29_70
71_36
53_42;52_41
51_35;51_36
73_20;73_21
28_79;29_78
31_36;30_36
26_49;27_49
27_43;28_43;29_43
44_53
38_33;38_34;39_34
66_37;66_36;65_36
21_58;21_57;21_56
43_34;44_34
27_37;28_37
34_32
28_70;28_69;29_69
31_46;31_47
20_42;20_41
50_40;50_41;51_41
52_32;52_33;51_33
34_40;33_41;33_42
18_56;19_56;20_56
15_44;15_45
26_43;26_42
28_67;28_66
28_77
38_50;38_51
37_36;36_36
53_52
40_39;40_38;39_39
27_54;27_53
35_42
17_70;17_71;17_72
59_64;60_64
30_41;30_42;29_42
30_36;30_37
53_43;53_42
15_40;15_41
55_42
38_50;38_51
65_39;66_39
15_41
43_56;42_56;42_55
23_50;23_49
72_12;71_12
58_41;58_42
44_52;44_51
40_37;40_38
36_40;35_40
51_14;50_14
43_38;43_39
55_46;54_46
53_60;53_59;53_58
64_50;63_49;62_49
59_43
30_37;30_38
58_56;57_57
31_32;31_31
25_65;26_65
73_15;74_15
72_12
53_45;53_44;52_44
46_39
51_25;51_26;50_26
10_54;11_53
62_47;61_48
40_30;40_29
26_74;25_74
29_39;29_40
35_46
32_50
12_39;13_39;14_38
18_41
44_13;44_14;45_14
66_27;65_26
29_71;28_70;29_70
36_32;37_32
11_46;11_47;12_47;12_46
44_31
36_44;35_44;35_45;34_45
40_33;40_34
19_41;18_41;17_41
41_46;42_46
52_49
70_34
77_16;78_16
56_22
48_45;48_44
40_49
17_41;18_42;19_42
45_49;45_48;46_48;46_47
15_70;14_70
59_62
42_34;42_33
69_28;69_27;68_27
58_40
32_47
32_39;32_40
47_36;48_35
51_14;52_14
34_28;35_27
53_39;54_39
59_63;58_62
66_40;65_39
56_55;57_55;57_54
65_19;65_20
19_55;18_56
25_74;26_74
24_66;25_65
74_10;74_9;75_9
59_43;59_44;60_44
14_42
33_16;32_16;32_17
42_55;42_54;42_53
60_50;59_50
55_42;56_43
69_28;68_27
74_34;74_35;72_35;71_35
21_66;21_67
37_32
59_58;58_58;58_57
71_36;70_36
56_55;55_55;55_56
50_23;50_24
32_36;31_36;32_35
44_49;45_49;45_48;46_48
36_42
41_37;40_37;40_38
41_39;41_38
45_39;46_39
42_45
24_78;23_77
27_35;27_36
71_53
26_64;25_64;25_65
55_31;54_31;53_31
41_37;40_37
12_43;11_43;11_44
59_56;58_56
55_47
49_64;48_64
37_44;36_44
19_87;18_87;18_88
37_41;37_42
41_39
20_87;19_87
33_52;34_51;34_50
44_23;45_24
38_38
49_40;50_40;50_41
31_35;30_36
54_31;53_32
20_57;20_56
40_39;41_39
40_48
40_58;39_57;40_57;40_56
69_24
35_55;35_56;34_56
11_52;10_52;10_51
46_52;47_52
51_40;50_40
55_20;55_19
29_45;28_45;27_45
59_20
53_45;52_45
39_60;39_59
32_82
40_31;39_31
34_43;34_44
14_38;14_39;14_40;15_41
26_42;25_42
56_33;56_32
62_17;63_17;63_18;63_19
57_39;57_40
59_44;60_44;59_43
27_68
48_50;48_51
63_73;63_72
38_57;38_58;39_58
39_36;40_36
43_55;43_54;44_54
34_35;34_36
48_18;49_18
71_22;71_21
29_61;29_60;30_59
35_44;36_45;36_44
44_49;44_48
33_47;34_47
78_10;78_11
20_61;20_60;21_60
40_38;40_37;39_38
51_41;50_41
33_38
25_75;25_74
42_51;41_51
16_36;17_36;16_37
40_53;41_53;41_52
44_55;44_56
29_53
24_64
37_32;36_32
21_64
8_45
71_42
39_53
75_14;75_15
38_57;38_58;39_58
30_49;31_49;31_50
27_27;28_27
15_69;14_69;13_69
19_57;19_56;20_56
14_42;14_43
29_38;29_37;30_37
46_35;46_36;45_37
17_66;17_67
39_53;39_54
63_39;62_39
36_34
52_40;52_39;51_39
55_54
59_28;59_27
18_89;18_90
25_78;24_78
38_41;38_40;39_40
42_46;43_46
70_22;71_22
29_38;30_38;29_39
52_39
57_53;56_53;56_52
36_32
36_49;37_49;38_49
74_12;74_13
27_42;26_42
52_44;52_45
41_38;40_39;41_39
66_38;66_37;65_36
40_48;41_47
28_70;29_70;29_69
74_22;74_21;74_20;74_19
59_50;59_51
70_29;71_29;71_28;72_28
34_40;33_40;32_40
45_13;45_14
71_26;72_26;72_27
32_42;31_42
15_70;16_70
40_31
26_51;25_51
43_39;43_40;44_40
47_64;48_64
35_41
35_45;34_45;34_44
21_50;22_50;22_49
53_37;52_37
68_27;68_28;67_28;67_29
53_57;53_56
51_16;51_17;50_17
57_30;56_30;56_31
59_49;58_49
32_37
31_69
75_22;74_22
22_64;22_65
75_10;75_11;75_12
42_36
36_34;37_33;37_34
43_33;42_33
53_48;52_48
42_39;42_40
17_70;17_71;17_72
52_45;51_45;51_44
72_54;72_55
57_42
42_52
74_35;74_36
38_34
33_41;33_42
47_41;47_42
40_50;39_50;39_51;40_51
63_19
39_46
34_35
38_44;38_45;39_45
44_11
47_53;46_53
48_63;48_64;49_64
37_51;37_50
34_63;35_63;34_62
42_16
37_78;36_79
21_63;22_63
19_58;19_59
65_28;66_28;66_27
17_46;18_46
62_17
51_24;52_24
30_42;31_42
41_47
40_58;40_57
47_64;47_63
40_37
32_48;32_47
40_32;40_33;41_33
72_22;73_22
77_15;77_16
63_65;63_66
45_42;45_43
38_43
43_31
37_50;38_49
33_49;32_49;32_48;33_48
37_35;37_36
36_37;35_37;35_36
22_46;23_46
55_31;55_32;56_32
77_16;77_15
74_43;74_44
36_40;37_40
17_88
30_53;30_54;31_54
74_39;74_40;74_41
71_19
37_33
16_43;17_42;17_43
64_53;63_53;62_52
30_74;30_75
45_12;45_11
42_40;43_39;42_39
53_18;52_18
40_56;41_56
69_56;70_56
53_32;53_33;54_33;55_34
63_53;64_53
67_44
42_61
41_53
19_54;19_55;18_55;18_56
33_47;34_47
37_41;38_41
36_52;35_51;36_51
48_21;48_22;47_21
35_49;36_49
55_41;55_40
32_47;32_48
28_64;27_65
32_37;31_37
71_57;70_57;70_58
72_57;73_58;73_59
41_36;41_37
35_29;36_29;36_30
42_54;42_53
11_54;11_53
31_63;30_63
66_20;66_19;65_18
39_56
57_54
15_48;15_47;14_47;13_48
76_35;75_35
24_65;23_65
33_46;32_46
40_18;40_17;40_16
30_42;30_43
53_24;52_24;52_25
20_52;21_52
69_35;69_36;68_36;67_36
51_23;50_23
71_50;71_51;70_51
39_58;40_58;40_59;41_59
65_63
16_56;16_55;16_54
27_36;27_37
34_46
32_34;32_33
64_50;64_51;65_51
54_31;55_31;56_31;56_30
37_52
58_56;58_57;59_56
41_49;40_50;41_50
15_41;14_40;14_39
57_33
19_59;19_58
65_34;65_35;64_35
64_44;64_43
39_39;39_38
30_37;31_37;32_37
37_32;36_32
33_33
20_48;20_49;20_50
45_58;44_59;44_58
37_41
34_33;33_33
20_56
33_31;32_31
29_45;28_45;27_45
32_55;31_56;31_57;30_57
53_39;54_38;53_38
48_44;47_43
36_41
43_11;43_12;43_13;43_15
47_41;47_40
33_47;34_47
54_31;53_30;52_29
65_22
44_50;44_49
62_16;62_17
40_56;41_56
41_43;41_42;40_42
46_36;46_37;45_37
63_53;62_53
26_64;27_64
52_42;51_42
57_46;58_46;59_46
72_21;73_21;73_22
65_22;66_22;66_23
46_40;47_39
64_50;64_51;63_49
10_42;11_41;11_42
65_30;65_31;66_31
41_53;41_54
75_18
54_56;54_57
43_47;44_47
46_40;45_40
38_61
64_37;63_37
76_8;76_7;75_7
71_22;72_22;73_22
16_40;17_40;17_41
47_40;48_40
41_49
33_35;33_34;32_34
40_18;41_18
34_35
27_44;27_45;27_46
46_43
64_45
39_58
57_57;58_56;59_55
33_48;32_48;32_47
38_53;38_52;39_52
44_59;44_60;43_61
50_42;49_42;48_42
43_53;42_53;42_52;43_52
74_11;73_11;73_12
51_58;52_59
36_52;37_52;37_53
56_55;57_55;57_54
60_39;61_39
53_45;53_44
28_42
30_41;31_40
55_43
29_49
67_54;66_54
37_33;36_33;37_32
75_51;74_51;73_51
75_37;75_36
64_55
36_49
28_51;28_50
36_50;37_50;37_49
17_41;17_42
40_43
52_17;51_18
27_72;26_72;27_71
44_28;44_29
26_38;27_38
28_41;28_40;29_40
34_33;34_34
11_53;11_52
75_23;74_24;74_25
38_40
45_39;46_39
30_32;31_32;31_33
28_38;28_39;29_39
38_20
43_48
30_41;30_42;29_42
59_45;59_44
68_58;67_58
18_68
68_42;68_41;69_41
55_51;56_51;57_51
75_51;75_50
60_61
51_25
50_34;49_35
37_33;36_33;37_32
65_51;64_51
63_62;62_62
64_70;64_71;65_71
66_55;66_56
59_7;59_8
68_28;67_28;67_29
12_54;12_53;13_53
27_74
34_49;35_49
36_39;35_39;35_40
54_55;54_56;55_56
73_21;73_22
32_81;32_80
71_54;72_54
43_22;44_21;44_20;44_19
42_36
20_86;19_86
29_72
56_57;56_56
70_22;71_22
36_41;37_41
36_44
20_46;20_47
78_21;78_20;78_19
65_51;64_51
41_49;40_49
43_33;42_33
29_35;29_36
32_48;32_47
68_27;68_26
57_39;57_38
44_29;44_30;43_30
49_33;49_32;48_33
15_46
57_45;58_45;58_44
45_52;44_52
33_28;32_29
57_35;57_34
40_53;40_54
47_17;46_17;45_17
44_32
62_54;62_53
40_29
42_41;41_40;41_41
26_49;27_49
39_44;39_43
53_43;52_43
40_49;40_48
59_46
48_40;48_41
48_63;48_64
31_46;30_45;30_44
16_48;15_48;14_47;13_48
52_49;53_50
75_45;74_45;73_45;72_44
18_68;19_68
47_47;48_47;48_48
15_41;14_40;14_39
70_27;70_28;69_28
51_31;52_31;52_32
70_43;70_42
59_54;59_55;58_56
64_54
31_37;30_37;30_38
17_45;17_44
29_73;28_73;28_74
36_42;36_41
40_51;40_52
48_32;49_32
56_45
57_37;57_38
44_41;45_41
34_61;34_62
46_38;47_37
33_41
62_40;62_39
53_50;52_51
31_50;31_49;30_49
24_52;23_52;23_53
61_38
40_53;40_52
71_57;70_57;70_58
37_44;37_45
62_40;62_39
40_31;40_32
45_40;44_40
63_38;63_37
40_45;41_46
41_35
27_50;26_50
37_41;38_41
64_48
52_60;52_61;52_62
45_40;45_41
28_71
76_47
65_39;64_40;64_41
38_50;38_49;37_49
43_38;43_39
35_50;35_51
57_35;57_34
39_18;39_19
40_38;39_38
34_38;33_38;33_39
33_44
41_19;41_20;42_19
31_35;31_36
65_41;64_41
37_30
73_22;73_21
45_57;45_56;46_56
44_48;45_48
75_34;74_35;73_35;72_35
54_52;54_51
37_50;37_51
61_17;62_17
37_37;37_36
45_51
40_38;41_38;41_37
39_20;40_20
47_37;46_38
39_29
41_21;40_20;39_20
33_14
40_50;41_50;41_49
66_63;66_62
18_47
44_49
30_72;29_72
50_39
11_42;11_43
19_59;20_59
8_51;7_50;6_50
24_64;23_64
8_47;8_46;9_46
12_44;12_45
33_52;33_53
42_39;42_40
38_43;39_43
37_42;36_42
67_41
22_47;21_47
57_49;56_48
55_29;56_29
41_31
41_53
21_48;21_49;22_49
50_40;50_41
21_43;22_43
21_87
65_51;64_51
37_35;38_35;38_34
37_40
38_42;39_43;38_43
37_43;37_42
27_52
34_34;34_33;35_34
55_48;55_49;54_49
42_48;42_49
52_34;51_34
70_26
73_13;73_12
54_31;55_31;56_30
18_40
17_81
9_42;8_42;8_43
28_48;28_47;29_47
40_38;39_38;39_39
38_45
32_40
49_36;49_37;50_37;50_38
10_43;9_43
27_64;26_64;25_64
17_58;18_58
17_81
53_43;52_43
40_46;39_46
59_45;59_44
52_40;51_40
65_22
40_55;40_54;40_53
43_48;42_48
72_57;73_58;73_59
55_29;56_29
30_39
15_43;15_42;15_41;14_40
30_38;31_38
61_16
30_42;30_41
29_63;29_62;28_62
48_54;47_54;47_55
63_38
64_42;64_43
42_38;41_38
70_37;69_37
71_55;71_54
27_46;27_47;28_48
25_75;25_74
32_40;33_40
25_74;26_74
27_52;27_53
37_43;38_44
37_49;37_48
37_39;38_39
45_53;46_53
67_22
52_8;53_9;53_10
54_51;55_51
8_47;9_48;9_47
36_22;36_23;36_24
25_51;24_51;24_52
39_49;40_49
76_13
14_44;15_44
38_45;37_45;36_46
39_42
53_43;53_42
33_80;32_80
23_41;22_41;21_41;20_41
43_47;43_46;44_46
64_49;63_49
60_52;60_50;60_49
45_12;45_13;45_14
35_49;34_50
56_36;57_36;58_35
35_50;35_51
30_35
20_63;20_64
27_43;28_43;29_43
30_42;31_41;30_41
37_41;36_41
36_38;37_38
60_51;60_50
32_70;31_70;32_71
39_50;39_49;38_49
74_21;74_20;74_19;75_18
62_27;63_27
32_63;31_63
46_40
31_77
54_52
32_50;31_50
36_41
31_36
41_35;40_35;39_36
11_52;11_51
29_61
67_44
45_26;46_26
63_64;63_65;63_66
17_69
19_42;19_43
13_42;14_43
62_63;63_63
38_39;38_38
69_25
20_58;19_58
28_42;27_42
68_26
33_47
33_41;32_40
63_15;63_16
64_19;65_19;65_20
27_74;27_73
71_25;72_25
39_40
16_68;17_68
51_44;52_44;52_43
42_38;42_39
77_45;76_45;75_45;75_46
31_11;32_11;33_11
53_50;52_51
37_50;37_51
41_40;40_41;40_40
26_52;26_53
60_15;61_15
27_74
26_52;26_51
37_41;38_41;38_40;37_40
40_49;39_48
32_34;32_33
47_52
31_11;32_11;33_11
63_38;62_38
57_42;58_42
64_62;64_63
67_54;67_55
36_40;37_40
64_17;65_17;65_16
50_24
16_40
27_37
45_16;45_15
15_43;15_42
52_45;53_45
73_22;72_22
23_52;22_52;22_51
36_42;36_41
62_18;62_17
31_35
50_63;50_64
36_22;35_22;35_21;34_21
38_49;39_49
16_83;16_82
32_38;32_39;31_39
53_50
29_73;28_73
46_64;47_64
44_41;45_41
73_43
27_43
34_42;35_41
72_55;72_56
34_36;34_37
40_30;39_29
52_43;53_43;53_42
39_37;40_38;40_37
59_47;59_46
35_55;35_54
63_16;62_16;62_17
40_52;40_51
36_41
55_47;54_47
54_50;55_50
46_52;46_53;45_53
18_57;18_56
72_22;71_22
43_57;42_56
38_42
57_13;56_12;55_12
48_32;49_32
55_42
52_41;51_41
28_41;27_41
37_44;38_45;38_44
74_23;75_24
11_52;11_51
32_60;33_60
54_42;53_42
39_48;38_48
65_31;64_31;63_31
42_35
39_33;39_32;38_33
31_52;32_52
35_48
39_45;38_45;37_45
42_13;43_13
54_17;55_17
75_38;76_38;75_37
69_55
32_35;33_35
73_21
58_37;57_37
34_48;35_48
30_36
62_17
54_55;53_55
35_29;36_30
23_64;22_64;23_63
59_15;60_16;60_15
61_55;60_55;60_54
19_42;19_41
60_57;59_57
42_24;43_24
67_25;68_25
30_54;31_54
44_29;44_30
8_42;8_43
76_10;75_10
33_51;33_50
65_48;64_48
61_57;60_57
36_34
39_41;40_41
10_50;9_50
47_65;47_64
31_33;31_32;30_32
27_37
50_60;50_61
26_49;25_49
13_42;14_42;14_43
39_20;40_20;38_20
33_34;33_33
63_17;62_17
59_46;60_46;61_47
31_36
11_41;11_40
68_30;68_29
13_54
70_27;70_28
60_55;60_54
35_43;35_42
46_52;45_52
39_45
34_32;33_33
71_21
56_32;55_32
14_43;14_44
54_49
28_59;28_58
52_63
58_51;57_51
64_15;64_16;65_16
23_48;23_49
31_81;30_82
42_36;42_35
45_34;44_34;44_35
38_20;38_19
53_45;52_45
75_16;75_15;76_16;76_15
17_88
42_50
24_76;25_76;26_76
73_22;72_22
71_18;71_19
37_43
63_40
21_64;20_64
23_53;23_52
56_36;57_36
56_20;55_20
36_32
73_14;74_14
54_55;54_54;54_53
67_27;67_28;66_28
55_22;54_22;54_23;53_23
30_67
42_48
36_22;36_23;37_24
19_59
38_61;37_61
51_50;51_49;50_49
45_49
63_19;64_20
45_40;46_40
44_57
38_34;38_33
36_22;36_23;36_24
67_34;67_35;67_36
30_38;30_39
29_34;30_34;30_35
21_50;21_51
65_19;65_18;64_18
53_47;53_46
50_23;49_23
75_22;74_22
41_50
41_32
59_47;59_46;58_46
71_26;72_26
49_26
16_85;17_85
58_42
74_12;74_13
51_37;51_36
39_56;39_55
40_21;40_20
71_22
78_19;77_19;76_19
69_54;68_54
62_18;63_17
39_50;39_51
72_46;73_46
66_27
10_47;11_47
20_53
34_34;33_34
33_47
61_15
31_46;31_45;30_45
9_42;9_43
63_54;63_53;62_53
73_27;73_26;74_25
27_38;27_37
17_81
20_61;20_60;21_60
45_12;45_13;45_14
27_37;27_36
69_26;69_27
9_44
